level,gap,name,status,width_cm,step_cm,walk_round_cm,x,z,room,between,and,objects_forming_gap,objects_in_the_way,pinches,key
archives,48,,warp,12.980,235.91,347,-2213,-4278,0x2d,generic 0x1d07ec (preset 0x277e),generic 0x1d12f0 (preset 0x2781),0x1d07ec 0x1d12f0,,2,0x1d07ec.0 | 0x1d12f0.2
archives,49,,warp,15.225,236.38,339,-1864,1002,0x10,generic 0x1d04ec (preset 0x2835),generic 0x1d0ef0 (preset 0x282d),0x1d04ec 0x1d0ef0,,2,0x1d04ec.3 | 0x1d0ef0.0
caverns,33,,warp,6.677,238.96,413,1349,-3765,0x3b,wall of tile 041320 (room 0x3b),generic 0x1c67b8 (preset 0x00b7),0x1c67b8,,2,041320.1 | 0x1c67b8.0
facility,52,,warp,0.0000049,239.48,none found,3281,346,0x1a,wall of tile 084909 (room 0x1a),door 0x1c9384 (preset 0x0060),0x1c9384,,3,084909.0 | 0x1c9384.3
facility,53,,warp,0.0000052,239.48,none found,3148,346,0x1a,wall of tile 08490A (room 0x1a),door 0x1c9384 (preset 0x0060),0x1c9384,,4,08490A.1 | 0x1c9384.0
facility,54,,warp,0.000041,239.48,none found,2670,1208,0x19,wall of tile 105A0A (room 0x19),door 0x1c9284 (preset 0x005f),0x1c9284,,2,0x1c9284.0 | 105A0A.1
archives,50,,warp,0.000022,241.47,none found,-580,-554,0x04,wall of tile 00A000 (room 0x04),door 0x1d22c8 (preset 0x0079),0x1d22c8,,8,00A000.2 | 0x1d22c8.4
surface_2,7,,warp,28.312,241.86,428,6402,-18345,0x10,generic 0x1eb6b0 (preset 0x272f),generic 0x1eb730 (preset 0x2730),0x1eb6b0 0x1eb730,,4,0x1eb6b0.0 | 0x1eb730.2
bunker_1,8,,warp,15.688,260.58,405,-2303,2862,0x0e,wall of tile 06AC11 (room 0x0e),generic 0x1ce97c (preset 0x002b),0x1ce97c,,2,06AC11.1 | 0x1ce97c.1
jungle,32,,warp,13.437,262.45,602,6572,-6919,0x11,generic 0x1abb90 (preset 0x00a1),generic 0x1ac390 (preset 0x0045),0x1abb90 0x1ac390,,1,0x1abb90.2 | 0x1ac390.0
jungle,33,,warp,5.683,266.03,698,8742,-11350,0x17,generic 0x1adc90 (preset 0x00aa),generic 0x1ade90 (preset 0x0077),0x1adc90 0x1ade90,,1,0x1adc90.0 | 0x1ade90.1
archives,51,attic warp,warp,35.518,266.77,749,-3082,-3593,0x3d,wall of tile 04B221 (room 0x3d),wall of tile 04B421 (room 0x3d),,,1,04B221.1 | 04B421.1
archives,52,,warp,20.086,268.20,560,-937,-904,0x05,generic 0x1cdbec (preset 0x273e),generic 0x1cddec (preset 0x2742),0x1cdbec 0x1cddec,,4,0x1cdbec.2 | 0x1cddec.0
bunker_1,9,,warp,18.465,285.40,422,-1107,2641,0x13,wall of tile 075812 (room 0x13),generic 0x1ce77c (preset 0x002a),0x1ce77c,,2,075812.1 | 0x1ce77c.0
surface_2,8,,warp,10.717,288.70,388,9625,-15007,0x1c,generic 0x1ea34c (preset 0x2789),generic 0x1ea480 (preset 0x0020),0x1ea34c 0x1ea480,,2,0x1ea34c.0 | 0x1ea480.3
surface_1,31,,warp,42.473,295.32,761,5012,-18580,0x1e,wall of tile 1A2700 (room 0x1e),generic 0x1dc1c8 (preset 0x275b),0x1dc1c8,,2,0x1dc1c8.0 | 1A2700.2
bunker_1,10,,warp,16.864,301.29,451,-2031,1866,0x0b,wall of tile 075C12 (room 0x0b),generic 0x1ce6fc (preset 0x0028),0x1ce6fc,,3,075C12.1 | 0x1ce6fc.3
statue,7,,warp,13.111,301.69,none found,-4744,974,0x1b,wall of tile 161810 (room 0x1b),wall of tile 166610 (room 0x1b),,,2,161810.1 | 166610.0
control,35,,warp,0.000035,308.40,none found,1636,-637,0x21,wall of tile 01B44A (room 0x21),door 0x1d89ec (preset 0x0093),0x1d89ec,,3,01B44A.1 | 0x1d89ec.0
depot,21,,warp,50.310,311.20,none found,-3165,-4898,0x46,wall of tile 001059 (room 0x46),generic 0x1ea08c (preset 0x2715),0x1ea08c,,3,001059.2 | 0x1ea08c.0
depot,22,,warp,45.769,312.08,none found,4980,-4495,0x0b,wall of tile 02920A (room 0x0b),generic 0x1ea30c (preset 0x271a),0x1ea30c,,3,02920A.1 | 0x1ea30c.3
depot,23,,warp,41.192,313.03,none found,3577,-10138,0x2e,wall of tile 000729 (room 0x2e),generic 0x1e9e8c (preset 0x2710),0x1e9e8c,,3,000729.1 | 0x1e9e8c.2
depot,24,,warp,41.192,313.03,none found,2552,-10376,0x2e,wall of tile 000B29 (room 0x2e),generic 0x1e9f0c (preset 0x2711),0x1e9f0c,,3,000B29.1 | 0x1e9f0c.0
train,43,this looks curious WHATTT XD,warp,0.0000064,313.42,none found,-12324,-246,0x2d,wall of tile 031421 (room 0x2d),door 0x1cbf1c (preset 0x006b),0x1cbf1c,,3,031421.0 | 0x1cbf1c.0
depot,25,,warp,36.615,316.23,none found,-3172,-5149,0x46,wall of tile 000B59 (room 0x46),generic 0x1ea10c (preset 0x2716),0x1ea10c,,3,000B59.1 | 0x1ea10c.0
archives,53,,warp,17.759,323.33,none found,-1349,1269,0x3e,wall of tile 01462A (room 0x3e),door 0x1d41c8 (preset 0x0134),0x1d41c8,,7,0x1ccd6c.5 | 0x1d41c8.1
facility,55,,warp,0.00000085,325.24,none found,212,2114,0x02,wall of tile 074702 (room 0x02),door 0x1c700c (preset 0x0058),0x1c700c,,2,074702.1 | 0x1c700c.1
jungle,34,,warp,54.032,327.86,1103,586,-1280,0x05,wall of tile 081600 (room 0x05),generic 0x1a8c10 (preset 0x0091),0x1a8c10,,1,081600.2 | 0x1a8c10.1
bunker_1,11,,warp,28.643,328.05,532,-529,3801,0x18,wall of tile 005712 (room 0x18),generic 0x1ce7fc (preset 0x0024),0x1ce7fc,,2,005712.2 | 0x1ce7fc.0
silo,23,,warp,11.664,329.16,none found,452,5040,0x4a,wall of tile 046D68 (room 0x4a),generic 0x1c4b88 (preset 0x0045),0x1c4b88,,2,046D68.0 | 0x1c4b88.0
archives,54,,warp,12.607,356.70,446,-1019,-2374,0x32,generic 0x1d086c (preset 0x277f),generic 0x1d1370 (preset 0x2782),0x1d086c 0x1d1370,,2,0x1d086c.2 | 0x1d1370.0
statue,8,,warp,19.198,358.68,639,-15033,4795,0x0c,wall of tile 109308 (room 0x0c),wall of tile 109A08 (room 0x0c),,,2,109308.2 | 109A08.1
silo,24,,warp,12.942,372.71,505,-955,-95,0x34,wall of tile 023640 (room 0x34),generic 0x1c4988 (preset 0x0061),0x1c4988,,2,023640.1 | 0x1c4988.0
silo,25,,warp,8.557,384.77,572,2787,1822,0x28,wall of tile 000730 (room 0x28),generic 0x1c4d08 (preset 0x004d),0x1c4d08,,2,000730.1 | 0x1c4d08.1
depot,26,,warp,50.348,503.02,1098,1087,-4994,0x0a,wall of tile 0D5509 (room 0x0a),wall of tile 0D550A (room 0x0a),,,1,0D5509.0 | 0D550A.1
caverns,34,,warp if objects removed,59.857,4.20,none found,-3837,-7439,0x2a,generic 0x1cb2a0 (preset 0x00a8),generic 0x1cb3a0 (preset 0x00aa),0x1cb2a0 0x1cb3a0,0x1cb320 0x1cb5a0 0x1cb820 0x1cb920,26,0x1cb320.2 | 0x1cb5a0.1
caverns,35,,warp if objects removed,58.168,22.83,none found,-1702,688,0x16,wall of tile 11F610 (room 0x16),generic 0x1c85d8 (preset 0x2727),0x1c85d8,0x1c84d8 0x1c8558,2,0x1c85d8.3 | 11F610.2
archives,55,,warp if objects removed,53.976,26.20,565,-794,-1019,0x05,generic 0x1cde6c (preset 0x2743),generic 0x1ce0ec (preset 0x2748),0x1cde6c 0x1ce0ec,0x1cdd6c 0x1cdf6c 0x1cdfec 0x1ce06c,28,0x1cdf6c.2 | 0x1ce06c.4
control,36,,warp if objects removed,57.646,39.43,664,-167,-156,0x2e,generic 0x1d3e48 (preset 0x2710),glass 0x1d79cc (preset 0x27be),0x1d3e48 0x1d79cc,0x1d7a60,2,0x1d3e48.0 | 0x1d79cc.1
frigate,12,,warp if objects removed,55.107,39.70,none found,16,-900,0x05,generic 0x1ea1c4 (preset 0x273c),generic 0x1ea5c4 (preset 0x2738),0x1ea1c4 0x1ea5c4,0x1e988c,4,0x1ea544.1 | 0x1ea5c4.3
caverns,36,,warp if objects removed,45.941,43.68,none found,-3477,-6573,0x29,wall of tile 078818 (room 0x29),generic 0x1cb620 (preset 0x00af),0x1cb620,0x1ca4e8,6,0x1ca4e8.1 | 0x1cb620.2
surface_2,9,,warp if objects removed,40.454,49.13,295,-72,-2221,0x24,door 0x1ec5c0 (preset 0x0007),door 0x1ec7c0 (preset 0x0009),0x1ec5c0 0x1ec7c0,0x1ec6c0,14,0x1ec5c0.1 | 0x1ec6c0.3
surface_2,10,,warp if objects removed,38.429,51.75,287,70,-2221,0x24,door 0x1ec8c0 (preset 0x000a),door 0x1ecac0 (preset 0x000c),0x1ec8c0 0x1ecac0,0x1ec9c0,16,014F1A.3 | 0x1ec8c0.3
bunker_1,12,,warp if objects removed,34.837,55.27,260,62,-558,0x01,door 0x1d1ef0 (preset 0x0000),door 0x1d20f0 (preset 0x0002),0x1d1ef0 0x1d20f0,0x1d1ff0,41,014F01.0 | 0x1d21f0.0
bunker_2,19,,warp if objects removed,34.837,55.27,260,62,-558,0x01,door 0x1db1dc (preset 0x0000),door 0x1db3dc (preset 0x0002),0x1db1dc 0x1db3dc,0x1db2dc,41,014F01.0 | 0x1db4dc.0
archives,56,,warp if objects removed,36.375,58.44,395,-2710,-3906,0x2d,generic 0x1cefec (preset 0x276f),door 0x1d2dc8 (preset 0x007e),0x1cefec 0x1d2dc8,0x1cef6c 0x1d2ec8,26,0x1d2dc8.0 | 0x1d2ec8.1
facility,56,,warp if objects removed,51.482,59.21,none found,92,322,0x08,wall of tile 075900 (room 0x08),generic 0x1cb2a8 (preset 0x00e1),0x1cb2a8,0x1cb1a0 0x1cb3ac,4,075900.1 | 0x1cb1a0.0
caverns,37,,warp if objects removed,41.007,60.23,none found,-1914,-138,0x18,wall of tile 121E10 (room 0x18),generic 0x1c86d8 (preset 0x2733),0x1c86d8,0x1c8758 0x1c87d8,6,0x1c86d8.0 | 121D10.0
caverns,38,,warp if objects removed,47.628,61.43,534,-3628,-7504,0x2a,wall of tile 078118 (room 0x2a),generic 0x1cba20 (preset 0x2758),0x1cba20,0x1cb420,2,078118.0 | 0x1cba20.0
frigate,13,,warp if objects removed,51.385,62.12,449,15,-744,0x05,generic 0x1ea144 (preset 0x273b),generic 0x1ea4c4 (preset 0x2736),0x1ea144 0x1ea4c4,0x1e978c 0x1e988c,8,0x1e978c.3 | 0x1ea144.0
surface_1,32,,warp if objects removed,46.649,64.31,241,8250,-15339,0x1b,wall of tile 27EC00 (room 0x1b),generic 0x1dba14 (preset 0x001a),0x1dba14,0x1db814,3,0x1dba14.1 | 27EC00.1
train,44,,warp if objects removed,27.169,64.94,582,1205,-130,0x01,generic 0x1c3410 (preset 0x271a),generic 0x1c3490 (preset 0x2718),0x1c3410 0x1c3490,0x1c3390,6,0x1c3390.1 | 0x1c3490.2
caverns,39,,warp if objects removed,43.689,68.48,none found,-1710,636,0x16,wall of tile 120810 (room 0x16),generic 0x1c8558 (preset 0x2726),0x1c8558,0x1c85d8,2,0x1c8558.1 | 120810.0
archives,57,,warp if objects removed,57.099,70.79,371,-494,-1275,0x05,wall of tile 008601 (room 0x05),door 0x1d0bec (preset 0x0087),0x1d0bec,0x1d0b6c,6,008601.1 | 0x1d0b6c.1
control,37,,warp if objects removed,58.532,71.30,none found,-259,-3012,0x0f,wall of tile 073A19 (room 0x0f),generic 0x1d71d4 (preset 0x276d),0x1d71d4,0x1d7154,4,073A19.0 | 0x1d7154.2
depot,27,,warp if objects removed,35.688,73.91,475,-949,-5190,0x42,generic 0x1ec278 (preset 0x012f),generic 0x1ed1a0 (preset 0x014b),0x1ec278 0x1ed1a0,0x1ecd28 0x1ed110,5,0x1ed110.5 | 0x1ed1a0.3
archives,58,,warp if objects removed,37.491,77.38,none found,267,-673,0x26,wall of tile 102E08 (room 0x26),generic 0x1d076c (preset 0x283a),0x1d076c,0x1d1270,2,0x1d076c.2 | 102E08.0
dam,38,,warp if objects removed,19.761,77.85,696,18607,11089,0x6f,generic 0x1e2050 (preset 0x0169),generic 0x1e20d0 (preset 0x016a),0x1e2050 0x1e20d0,,2,0x1e2050.2 | 0x1e20d0.0
train,45,,warp if objects removed,8.985,79.18,575,-2627,-256,0x09,generic 0x1c4020 (preset 0x272c),generic 0x1c4620 (preset 0x273a),0x1c4020 0x1c4620,0x1c4120 0x1c46a0,12,0x1c4120.2 | 0x1c4620.4
frigate,14,,warp if objects removed,53.607,81.69,425,16,-828,0x05,generic 0x1ea1c4 (preset 0x273c),generic 0x1ea544 (preset 0x2737),0x1ea1c4 0x1ea544,0x1e988c 0x1ea5c4,4,0x1e988c.3 | 0x1ea1c4.0
caverns,40,,warp if objects removed,25.588,82.19,524,-3846,-7361,0x2a,generic 0x1cb5a0 (preset 0x00ae),generic 0x1cb720 (preset 0x00b5),0x1cb5a0 0x1cb720,0x1cb2a0 0x1cb820,2,0x1cb5a0.0 | 0x1cb720.1
facility,57,,warp if objects removed,48.023,82.37,468,7223,377,0x31,wall of tile 001520 (room 0x31),generic 0x1cab7c (preset 0x00da),0x1cab7c,0x1cad8c 0x1cb098,2,001520.0 | 0x1cab7c.0
train,46,,warp if objects removed,6.658,82.99,577,310,-133,0x03,generic 0x1c3610 (preset 0x2713),generic 0x1c3810 (preset 0x2712),0x1c3610 0x1c3810,0x1c3710 0x1c3790,8,0x1c3710.0 | 0x1c3810.4
control,38,,warp if objects removed,57.988,83.96,365,-331,-2551,0x0f,generic 0x1d73d4 (preset 0x2771),generic 0x1d74d4 (preset 0x2773),0x1d73d4 0x1d74d4,0x1d7454,8,0x1d7354.1 | 0x1d7454.5
control,39,,warp if objects removed,57.988,83.96,367,-261,-2898,0x0f,generic 0x1d71d4 (preset 0x276d),generic 0x1d72d4 (preset 0x276f),0x1d71d4 0x1d72d4,0x1d7254,2,0x1d71d4.4 | 0x1d72d4.2
aztec,13,,warp if objects removed,0.32,84.53,none found,-6419,2017,0x3d,wall of tile 001529 (room 0x3d),glass 0x1e8edc (preset 0x279e),0x1e8edc,0x1e8e48,4,001529.0 | 0x1e8edc.1
dam,39,,warp if objects removed,0.00079,85.22,178,16821,19586,0x84,wall of tile 08BE32 (room 0x84),glass 0x1e1d50 (preset 0x276c),0x1e1d50,0x1e1c50,2,08BE32.1 | 0x1e1d50.0
depot,28,,warp if objects removed,44.934,89.87,449,-810,-5194,0x42,generic 0x1ec278 (preset 0x012f),generic 0x1ed080 (preset 0x0149),0x1ec278 0x1ed080,0x1ed110,2,0x1ec278.0 | 0x1ed080.5
control,40,,warp if objects removed,55.983,90.14,362,-329,-2955,0x0f,generic 0x1d7154 (preset 0x276c),generic 0x1d7254 (preset 0x276e),0x1d7154 0x1d7254,0x1d71d4,5,07391A.1 | 0x1d71d4.0
aztec,14,,warp if objects removed,25.333,90.39,232,-1683,187,0x12,generic 0x1e8bfc (preset 0x2790),generic 0x1e8c7c (preset 0x278f),0x1e8bfc 0x1e8c7c,0x1e8b6c,2,0x1e8bfc.3 | 0x1e8c7c.0
archives,59,,warp if objects removed,36.892,90.43,none found,-841,-1316,0x05,generic 0x1cda6c (preset 0x273b),generic 0x1cdb6c (preset 0x273d),0x1cda6c 0x1cdb6c,0x1cdaec,4,0x1cda6c.2 | 0x1cdaec.1
caverns,41,,warp if objects removed,10.080,91.68,517,-4007,-7375,0x2a,monitor 0x1ca104 (preset 0x274c),generic 0x1cb720 (preset 0x00b5),0x1ca104 0x1cb720,0x1cb220 0x1cb8a0,10,0x1cb220.3 | 0x1cb720.0
depot,29,,warp if objects removed,40.262,94.17,457,-1329,-5192,0x42,generic 0x1ec2f8 (preset 0x0131),generic 0x1ed230 (preset 0x014c),0x1ec2f8 0x1ed230,0x1ed2c0,2,0x1ec2f8.0 | 0x1ed230.3
runway,4,,warp if objects removed,20.387,95.51,none found,7481,-5839,0x01,wall of tile 100602 (room 0x01),door 0x1db54c (preset 0x0009),0x1db54c,0x1dae9c,2,0x1db54c.2 | 100602.2
surface_1,33,,warp if objects removed,58.698,95.90,322,7806,-15102,0x1b,wall of tile 243B02 (room 0x1b),generic 0x1dbd94 (preset 0x0024),0x1dbd94,0x1db794,3,0x1dbd94.0 | 243B02.2
facility,58,,warp if objects removed,16.356,107.72,none found,169,271,0x08,generic 0x1cb2a8 (preset 0x00e1),generic 0x1cb3ac (preset 0x00e2),0x1cb2a8 0x1cb3ac,0x1cb1a0,4,0x1cb1a0.0 | 0x1cb3ac.2
dam,40,,warp if objects removed,9.290,108.72,434,4426,-3084,0x61,generic 0x1e3f18 (preset 0x2732),generic 0x1e4020 (preset 0x2733),0x1e3f18 0x1e4020,0x1e3e10,2,0x1e3f18.0 | 0x1e4020.4
facility,59,,warp if objects removed,46.930,110.95,350,90,199,0x08,wall of tile 075A02 (room 0x08),generic 0x1cb3ac (preset 0x00e2),0x1cb3ac,0x1cb1a0,1,075A02.1 | 0x1cb3ac.3
caverns,42,,warp if objects removed,59.501,112.42,none found,-4063,-966,0x33,generic 0x1c7f58 (preset 0x2728),generic 0x1c8058 (preset 0x272a),0x1c7f58 0x1c8058,0x1c7fd8,1,0x1c7f58.1 | 0x1c8058.3
dam,41,,warp if objects removed,4.194,116.80,301,-5669,-2547,0x54,generic 0x1e4bf0 (preset 0x2740),generic 0x1e4cf0 (preset 0x2742),0x1e4bf0 0x1e4cf0,0x1e4c70 0x1e4d70,4,0x1e4bf0.2 | 0x1e4cf0.0
archives,60,,warp if objects removed,10.789,117.36,315,-1842,984,0x1c,wall of tile 0F7808 (room 0x1c),generic 0x1cc86c (preset 0x27f2),0x1cc86c,0x1cc5ec 0x1cc66c,6,0x1cc5ec.1 | 0x1cc86c.2
archives,61,,warp if objects removed,23.530,120.77,310,-1600,687,0x0f,wall of tile 19F40A (room 0x0f),generic 0x1d1eb0 (preset 0x281b),0x1d1eb0,0x1d1e30,2,0x1d1eb0.3 | 19F40A.4
archives,62,,warp if objects removed,49.044,122.29,642,-350,1251,0x0a,wall of tile 1AAB09 (room 0x0a),generic 0x1d05ec (preset 0x2837),0x1d05ec,0x1d0ff0,2,0x1d05ec.1 | 1AAB09.1
train,47,,warp if objects removed,36.193,122.42,592,-2949,-148,0x09,generic 0x1c48a0 (preset 0x273d),generic 0x1c4920 (preset 0x273e),0x1c48a0 0x1c4920,0x1c4720 0x1c47a0,6,0x1c47a0.2 | 0x1c4920.5
surface_2,11,,warp if objects removed,38.527,123.08,301,8059,-14932,0x1b,wall of tile 27EC00 (room 0x1b),generic 0x1ea880 (preset 0x0026),0x1ea880,0x1ea800,2,0x1ea880.4 | 27EC00.0
facility,60,,warp if objects removed,36.613,124.90,none found,7329,417,0x31,generic 0x1cab7c (preset 0x00da),generic 0x1cae90 (preset 0x00dd),0x1cab7c 0x1cae90,0x1cb098,4,0x1cab7c.2 | 0x1cb098.0
dam,42,,warp if objects removed,40.155,141.07,512,16329,10700,0x6f,generic 0x1e2db0 (preset 0x015c),generic 0x1e2eb8 (preset 0x015b),0x1e2db0 0x1e2eb8,0x1e2ba0,1,0x1e2db0.2 | 0x1e2eb8.0
caverns,43,,warp if objects removed,21.543,141.09,236,-3478,-7325,0x2a,wall of tile 078418 (room 0x2a),generic 0x1cbd60 (preset 0x2756),0x1cbd60,0x1cb9a0,4,078418.1 | 0x1cb9a0.2
caverns,44,,warp if objects removed,33.358,142.66,371,-770,768,0x12,wall of tile 00C708 (room 0x12),generic 0x1c48e8 (preset 0x005d),0x1c48e8,0x1c4d04,4,00C708.1 | 0x1c48e8.0
surface_2,12,,warp if objects removed,10.717,143.97,419,6446,-18323,0x10,generic 0x1eb630 (preset 0x272e),generic 0x1eb6b0 (preset 0x272f),0x1eb630 0x1eb6b0,0x1eb730,2,0x1eb630.1 | 0x1eb6b0.4
frigate,15,helicopter warp,warp if objects removed,1.999,146.94,none found,301,-5656,0x25,wall of tile 06BF3A (room 0x25),aircraft 0x1eab04 (preset 0x003b),0x1eab04,0x1ec8d0,2,06BF3A.4 | 0x1eab04.2
dam,43,,warp if objects removed,4.673,147.35,387,5823,-2457,0x62,wall of tile 129C1A (room 0x62),generic 0x1e3d08 (preset 0x2730),0x1e3d08,0x1e3c00,2,0x1e3d08.2 | 129C1A.1
dam,44,,warp if objects removed,15.924,147.91,503,14173,1855,0x72,generic 0x1e31c8 (preset 0x0053),generic 0x1e3348 (preset 0x0056),0x1e31c8 0x1e3348,0x1e3248 0x1e33c8,4,0x1e3248.2 | 0x1e33c8.0
dam,45,,warp if objects removed,41.364,149.64,419,14051,1435,0x6d,wall of tile 32B71A (room 0x6d),generic 0x1e67a0 (preset 0x0065),0x1e67a0,0x1e6710,2,0x1e67a0.0 | 32B71A.1
archives,63,,warp if objects removed,43.488,149.84,426,-3151,-4965,0x2d,wall of tile 01D310 (room 0x2d),generic 0x1cf1ec (preset 0x2773),0x1cf1ec,0x1cf26c 0x1cf2ec,3,01D310.0 | 0x1cf1ec.0
dam,46,,warp if objects removed,40.586,149.86,419,13991,1515,0x6c,wall of tile 32D118 (room 0x6c),generic 0x1e6710 (preset 0x0064),0x1e6710,0x1e6500 0x1e67a0,2,0x1e6710.0 | 32D118.0
archives,64,,warp if objects removed,25.720,153.07,428,-3458,-2394,0x2e,generic 0x1ce56c (preset 0x2752),generic 0x1ce5ec (preset 0x2753),0x1ce56c 0x1ce5ec,0x1ce66c,2,0x1ce56c.3 | 0x1ce5ec.0
archives,65,,warp if objects removed,21.462,153.26,423,-1959,1329,0x1d,generic 0x1cc8ec (preset 0x27f3),generic 0x1cca6c (preset 0x27f6),0x1cc8ec 0x1cca6c,0x1cc76c 0x1cc9ec,4,0x1cc9ec.4 | 0x1cca6c.2
surface_1,34,,warp if objects removed,14.868,153.73,441,-11719,-14667,0x18,generic 0x1ddee8 (preset 0x2744),generic 0x1de068 (preset 0x2749),0x1ddee8 0x1de068,0x1de168,2,0x1ddee8.0 | 0x1de068.3
archives,66,,warp if objects removed,3.704,155.04,none found,-1454,1152,0x11,generic 0x1ccc6c (preset 0x2804),generic 0x1ccd6c (preset 0x2806),0x1ccc6c 0x1ccd6c,0x1d41c8,8,0x1ccc6c.3 | 0x1ccd6c.1
archives,67,,warp if objects removed,1.369,156.85,430,-2238,-1611,0x39,generic 0x1cf76c (preset 0x279a),generic 0x1cf7ec (preset 0x279b),0x1cf76c 0x1cf7ec,0x1cf86c,2,0x1cf76c.1 | 0x1cf7ec.3
archives,68,,warp if objects removed,7.656,159.97,404,-2956,-2991,0x2e,generic 0x1ce96c (preset 0x275f),generic 0x1cea6c (preset 0x2761),0x1ce96c 0x1cea6c,0x1ce9ec,2,0x1ce96c.4 | 0x1cea6c.2
dam,47,,warp if objects removed,8.796,161.09,457,16339,10765,0x6f,generic 0x1e2ba0 (preset 0x015f),generic 0x1e2ca8 (preset 0x015a),0x1e2ba0 0x1e2ca8,0x1e2eb8,2,0x1e2ba0.2 | 0x1e2ca8.1
dam,48,,warp if objects removed,20.548,162.29,459,17765,9545,0x6f,generic 0x1e2468 (preset 0x0154),generic 0x1e2570 (preset 0x0155),0x1e2468 0x1e2570,0x1e2780,1,0x1e2468.2 | 0x1e2570.0
dam,49,,warp if objects removed,19.434,163.82,480,16368,10613,0x6f,generic 0x1e2a98 (preset 0x015e),generic 0x1e2ba0 (preset 0x015f),0x1e2a98 0x1e2ba0,0x1e2db0,2,0x1e2a98.1 | 0x1e2ba0.0
archives,69,,warp if objects removed,7.688,165.95,398,-3348,-2303,0x2e,generic 0x1ce5ec (preset 0x2753),generic 0x1ce6ec (preset 0x2755),0x1ce5ec 0x1ce6ec,0x1ce66c 0x1ce76c 0x1ce7ec,4,0x1ce5ec.3 | 0x1ce76c.0
train,48,,warp if objects removed,6.355,173.39,465,-3688,-256,0x0a,generic 0x1c42a0 (preset 0x2733),generic 0x1c4320 (preset 0x2734),0x1c42a0 0x1c4320,0x1c4220,2,0x1c42a0.5 | 0x1c4320.1
depot,30,,warp if objects removed,29.986,173.79,366,-984,-5570,0x42,generic 0x1ed3e0 (preset 0x014f),generic 0x1ed470 (preset 0x0150),0x1ed3e0 0x1ed470,0x1ecff0 0x1ed590,1,0x1ed3e0.0 | 0x1ed470.3
depot,31,,warp if objects removed,29.986,173.79,366,-1236,-5277,0x42,generic 0x1ed2c0 (preset 0x014d),generic 0x1ed350 (preset 0x014e),0x1ed2c0 0x1ed350,0x1ec2f8,1,0x1ed2c0.3 | 0x1ed350.0
depot,32,,warp if objects removed,25.385,176.19,356,-1316,-5333,0x42,generic 0x1ed230 (preset 0x014c),generic 0x1ed2c0 (preset 0x014d),0x1ed230 0x1ed2c0,0x1ec2f8,2,0x1ed230.2 | 0x1ed2c0.0
archives,70,,warp if objects removed,7.648,178.77,436,-787,1137,0x23,generic 0x1cc1ec (preset 0x27e4),generic 0x1cc46c (preset 0x27e9),0x1cc1ec 0x1cc46c,0x1cc26c 0x1cc3ec,7,0x1cc3ec.0 | 0x1cc46c.2
train,49,,warp if objects removed,39.641,179.58,481,-2963,-26,0x09,wall of tile 01F209 (room 0x09),generic 0x1c47a0 (preset 0x2730),0x1c47a0,0x1c48a0,2,01F209.0 | 0x1c47a0.4
facility,61,,warp if objects removed,24.959,181.48,none found,161,386,0x08,wall of tile 075800 (room 0x08),generic 0x1cb2a8 (preset 0x00e1),0x1cb2a8,0x1cb1a0,4,075800.1 | 0x1cb1a0.2
archives,71,,warp if objects removed,11.779,185.97,407,-2123,-4639,0x33,wall of tile 00F518 (room 0x33),generic 0x1cf8ec (preset 0x279d),0x1cf8ec,0x1cf9ec,2,00F518.2 | 0x1cf8ec.4
archives,72,,warp if objects removed,7.284,244.49,346,-1764,539,0x0f,generic 0x1d056c (preset 0x2836),generic 0x1d0f70 (preset 0x282e),0x1d056c 0x1d0f70,0x1d1f30,2,0x1d056c.5 | 0x1d0f70.2
frigate,16,,warp if objects removed,0.0000076,256.62,408,76,-2574,0x0a,monitor 0x1e8a0c (preset 0x271d),generic 0x1e8b0c (preset 0x271e),0x1e8a0c 0x1e8b0c,0x1e898c 0x1e8b8c 0x1ea2c4,2,0x1e8a0c.3 | 0x1e8b0c.1
caverns,45,,warp if objects removed,7.519,279.45,422,-774,1312,0x12,wall of tile 00C908 (room 0x12),generic 0x1c4af4 (preset 0x005f),0x1c4af4,0x1c49f0,2,00C908.2 | 0x1c4af4.0
aztec,15,,warp if objects removed,27.174,334.66,488,-6433,2257,0x40,wall of tile 000128 (room 0x40),generic 0x1e9800 (preset 0x0090),0x1e9800,0x1e8e48 0x1e8edc,2,000128.1 | 0x1e9800.2
archives,73,,warp if objects removed,17.759,353.86,none found,-1546,1255,0x11,wall of tile 07D708 (room 0x11),door 0x1d41c8 (preset 0x0134),0x1d41c8,0x1ccc6c 0x1cccec,10,07D708.3 | 0x1ccc6c.0
